pr_number,title,state,created_at,merged_at,closed_at,author,issue_number
9594,build(deps-dev): Bump the rspack group with 2 updates,closed,2026-03-16T05:59:20Z,2026-03-16T07:41:52Z,2026-03-16T07:41:52Z,dependabot[bot],
9593,build(deps-dev): Bump the vitest group with 3 updates,closed,2026-03-16T05:58:27Z,2026-03-16T07:41:55Z,2026-03-16T07:41:55Z,dependabot[bot],
9592,build(deps-dev): Bump stylelint-order from 7.0.1 to 8.1.1 in the stylelint group,closed,2026-03-16T05:57:29Z,2026-03-16T07:41:58Z,2026-03-16T07:41:58Z,dependabot[bot],
9591,build(deps-dev): Bump webpack-cli from 6.0.1 to 7.0.0 in the webpack group,closed,2026-03-16T05:57:03Z,2026-03-16T07:42:02Z,2026-03-16T07:42:02Z,dependabot[bot],
9590,build(deps): Bump the storybook group with 6 updates,closed,2026-03-16T05:56:30Z,2026-03-16T07:42:05Z,2026-03-16T07:42:05Z,dependabot[bot],
9589,Node.js version update,closed,2026-03-16T05:37:05Z,2026-03-16T07:42:12Z,2026-03-16T07:42:12Z,vkcom-publisher,
9588,build(deps): Bump yauzl from 3.2.0 to 3.2.1,closed,2026-03-14T07:15:23Z,2026-03-14T07:55:38Z,2026-03-14T07:55:38Z,dependabot[bot],
9587,build(deps): Bump undici from 7.21.0 to 7.24.1,closed,2026-03-13T23:25:37Z,2026-03-14T07:55:42Z,2026-03-14T07:55:42Z,dependabot[bot],
9585,chore(example): update vite to 8,closed,2026-03-13T08:33:18Z,2026-03-19T08:50:44Z,2026-03-19T08:50:44Z,SevereCloud,
9583,build(deps): Bump dorny/paths-filter from 3 to 4,closed,2026-03-13T05:52:47Z,2026-04-17T10:35:27Z,2026-04-17T10:35:27Z,dependabot[bot],
9582,feat: revert sticky positioning,closed,2026-03-12T13:35:14Z,2026-03-13T09:09:21Z,2026-03-13T09:09:21Z,EldarMuhamethanov,
9581,chore: rm types on hasOwnProperty,closed,2026-03-12T11:51:10Z,2026-03-13T09:16:25Z,2026-03-13T09:16:25Z,SevereCloud,
9580,chore: rm matchMedia,closed,2026-03-12T09:54:53Z,2026-03-23T14:10:31Z,2026-03-23T14:10:31Z,SevereCloud,
9579,chore: rm __isVkuiTesting,closed,2026-03-12T09:06:42Z,2026-03-12T12:58:02Z,2026-03-12T12:58:02Z,SevereCloud,
9578,build(deps): Bump tar from 7.5.10 to 7.5.11,closed,2026-03-11T11:38:39Z,2026-03-11T12:00:45Z,2026-03-11T12:00:45Z,dependabot[bot],
9577,build(deps): Bump tar from 7.5.10 to 7.5.11 in /examples/vkui-vite-ts,closed,2026-03-11T11:37:06Z,2026-03-11T12:01:10Z,2026-03-11T12:01:10Z,dependabot[bot],
9576,chore: remove benchmark,closed,2026-03-11T10:40:01Z,2026-03-11T13:03:17Z,2026-03-11T13:03:17Z,inomdzhon,
9575,docs: parse browserslistrc,closed,2026-03-10T14:58:12Z,2026-03-23T14:13:11Z,2026-03-23T14:13:11Z,SevereCloud,
9574,Breaking Change: update .browserslistrc,closed,2026-03-10T14:37:20Z,2026-03-23T14:10:39Z,2026-03-23T14:10:39Z,SevereCloud,9250
9573,fix(Clickable): reset setActivated,closed,2026-03-10T14:09:15Z,2026-03-10T15:00:18Z,2026-03-10T15:00:18Z,SevereCloud,
9572,fix(storybook): revert remove import,closed,2026-03-10T12:44:25Z,2026-03-10T12:49:12Z,2026-03-10T12:49:12Z,EldarMuhamethanov,
9571,chore: update tsconfig before ts v6,closed,2026-03-10T11:29:56Z,2026-03-13T09:28:07Z,2026-03-13T09:28:07Z,SevereCloud,
9570,chore: use Node.js import protocol,closed,2026-03-10T09:02:34Z,2026-03-10T10:11:40Z,2026-03-10T10:11:40Z,SevereCloud,
9569,build(deps): Bump @vkontakte/vkui-floating-ui to 0.2.9,closed,2026-03-10T08:57:28Z,2026-03-10T16:11:12Z,2026-03-10T16:11:12Z,inomdzhon,
9568,chore: use import type,closed,2026-03-10T08:56:34Z,2026-03-10T10:39:02Z,2026-03-10T10:39:02Z,SevereCloud,
9567,chore: rm unused imports,closed,2026-03-10T08:51:28Z,2026-03-10T08:57:21Z,2026-03-10T08:57:21Z,SevereCloud,
9566,chore: Deduplicate dependencies on master,closed,2026-03-09T07:29:59Z,2026-03-09T13:20:41Z,2026-03-09T13:20:42Z,vkcom-publisher,
9565,build(deps-dev): Bump cssnano from 7.1.2 to 7.1.3,closed,2026-03-09T06:06:17Z,2026-03-09T06:55:16Z,2026-03-09T06:55:16Z,dependabot[bot],
9564,build(deps-dev): Bump @shikijs/transformers from 4.0.0 to 4.0.2,closed,2026-03-09T06:06:01Z,2026-03-09T06:55:19Z,2026-03-09T06:55:19Z,dependabot[bot],
9563,build(deps): Bump @floating-ui/react-dom from 2.1.7 to 2.1.8,closed,2026-03-09T06:05:43Z,2026-03-10T08:41:15Z,2026-03-10T08:41:15Z,dependabot[bot],
9562,build(deps-dev): Bump @biomejs/biome from 2.4.4 to 2.4.6,closed,2026-03-09T06:05:27Z,2026-03-09T06:55:22Z,2026-03-09T06:55:22Z,dependabot[bot],
9561,build(deps-dev): Bump lint-staged from 16.3.1 to 16.3.2,closed,2026-03-09T06:05:06Z,2026-03-09T06:55:25Z,2026-03-09T06:55:25Z,dependabot[bot],
9560,build(deps): Bump css-minimizer-webpack-plugin from 7.0.4 to 8.0.0,closed,2026-03-09T06:04:49Z,2026-03-09T07:18:13Z,2026-03-09T07:18:13Z,dependabot[bot],
9559,build(deps-dev): Bump @types/node from 25.0.9 to 25.3.5,closed,2026-03-09T06:04:33Z,2026-03-09T06:55:31Z,2026-03-09T06:55:31Z,dependabot[bot],
9558,build(deps-dev): Bump the rspack group with 2 updates,closed,2026-03-09T06:04:15Z,2026-03-09T06:55:34Z,2026-03-09T06:55:34Z,dependabot[bot],
9557,build(deps-dev): Bump the size-limit group with 4 updates,closed,2026-03-09T06:03:30Z,2026-03-09T07:25:10Z,2026-03-09T07:25:10Z,dependabot[bot],
9556,build(deps): Bump webpack from 5.105.3 to 5.105.4 in the webpack group,closed,2026-03-09T06:02:07Z,2026-03-09T06:55:38Z,2026-03-09T06:55:38Z,dependabot[bot],
9555,build(deps): Bump postcss from 8.5.6 to 8.5.8 in the postcss group,closed,2026-03-09T06:01:42Z,2026-03-11T11:35:52Z,2026-03-11T11:35:52Z,dependabot[bot],
9554,build(deps): Bump the storybook group with 6 updates,closed,2026-03-09T06:01:17Z,2026-03-09T06:55:42Z,2026-03-09T06:55:42Z,dependabot[bot],
9553,Corepack up,closed,2026-03-09T05:27:24Z,2026-03-09T06:14:22Z,2026-03-09T06:14:22Z,vkcom-publisher,
9552,docs(storybook): direction icon,closed,2026-03-06T13:34:45Z,2026-03-06T14:26:30Z,2026-03-06T14:26:30Z,SevereCloud,
9551,docs(Badge): rm info about new features,closed,2026-03-06T12:13:44Z,2026-03-06T14:26:44Z,2026-03-06T14:26:44Z,SevereCloud,
9550,feat: update deps in examples,closed,2026-03-06T09:29:25Z,2026-03-06T10:31:25Z,2026-03-06T10:31:25Z,SevereCloud,
9549,build(deps): Bump dompurify from 3.3.1 to 3.3.2,closed,2026-03-06T08:30:26Z,2026-03-06T08:40:51Z,2026-03-06T08:40:51Z,dependabot[bot],
9548,feat(WriteBar): add sub components,open,2026-03-05T13:35:36Z,,,SevereCloud,
9547,build(deps): Bump tar from 7.5.9 to 7.5.10 in /examples/vkui-vite-ts,closed,2026-03-05T07:29:16Z,2026-03-05T08:46:49Z,2026-03-05T08:46:49Z,dependabot[bot],
9546,build(deps-dev): audit update 2026-03-05,closed,2026-03-05T07:28:32Z,2026-03-05T10:20:30Z,2026-03-05T10:20:31Z,SevereCloud,
9545,build(deps): Bump tar from 7.5.9 to 7.5.10,closed,2026-03-05T07:03:51Z,2026-03-05T07:14:32Z,2026-03-05T07:14:33Z,dependabot[bot],
9544,build(deps): Bump svgo from 4.0.0 to 4.0.1,closed,2026-03-05T00:03:59Z,2026-03-05T07:01:02Z,2026-03-05T07:01:02Z,dependabot[bot],
9543,fix: rewrite ripple,open,2026-03-04T15:59:33Z,,,SevereCloud,9328
9542,docs: update migration v8 documentation,closed,2026-03-03T10:49:04Z,2026-03-30T11:58:11Z,2026-03-30T11:58:11Z,EldarMuhamethanov,9187
9541,docs: add preload and spinner visibilityDelay,closed,2026-03-02T16:05:11Z,2026-03-06T08:27:47Z,2026-03-06T08:27:47Z,SevereCloud,
9540,patch: #9537,closed,2026-03-02T13:55:00Z,2026-03-02T14:04:07Z,2026-03-02T14:04:07Z,SevereCloud,
9539,ci: fix get MINOR_VERSION,closed,2026-03-02T13:52:05Z,2026-03-02T15:28:33Z,2026-03-02T15:28:33Z,SevereCloud,
9538,fix(CustomScrollView): fallback only for pointer fine,closed,2026-03-02T13:35:05Z,2026-03-02T15:28:48Z,2026-03-02T15:28:48Z,SevereCloud,
9537,fix(ModalPage): scrollbar jumps,closed,2026-03-02T11:15:25Z,2026-03-02T13:42:58Z,2026-03-02T13:42:58Z,SevereCloud,
9536,build(deps): Bump minimatch from 3.1.2 to 3.1.5 in /examples/vkui-vite-ts,closed,2026-03-02T07:57:46Z,2026-03-02T09:18:43Z,2026-03-02T09:18:43Z,dependabot[bot],
9535,build(deps-dev): Bump lint-staged from 16.2.7 to 16.3.1,closed,2026-03-02T06:03:51Z,2026-03-02T07:56:28Z,2026-03-02T07:56:28Z,dependabot[bot],
9534,build(deps-dev): Bump @shikijs/transformers from 3.22.0 to 4.0.0,closed,2026-03-02T06:03:36Z,2026-03-02T07:56:32Z,2026-03-02T07:56:32Z,dependabot[bot],
9533,build(deps-dev): Bump autoprefixer from 10.4.24 to 10.4.27,closed,2026-03-02T06:03:21Z,2026-03-02T07:56:35Z,2026-03-02T07:56:35Z,dependabot[bot],
9532,build(deps-dev): Bump @types/node from 25.0.9 to 25.3.3,closed,2026-03-02T06:03:06Z,2026-03-02T07:56:39Z,2026-03-02T07:56:39Z,dependabot[bot],
9531,build(deps): Bump @swc/core from 1.15.13 to 1.15.18 in the swc group,closed,2026-03-02T06:02:37Z,2026-03-02T07:56:43Z,2026-03-02T07:56:43Z,dependabot[bot],
9530,build(deps-dev): Bump stylelint from 17.3.0 to 17.4.0 in the stylelint group,closed,2026-03-02T06:01:52Z,2026-03-02T07:56:47Z,2026-03-02T07:56:47Z,dependabot[bot],7
9529,build(deps-dev): Bump the eslint group with 2 updates,closed,2026-03-02T06:01:28Z,,2026-04-20T06:04:32Z,dependabot[bot],
9528,build(deps): Bump webpack from 5.105.2 to 5.105.3 in the webpack group,closed,2026-03-02T06:00:36Z,2026-03-02T07:56:51Z,2026-03-02T07:56:51Z,dependabot[bot],
9527,build(deps): Bump the storybook group with 6 updates,closed,2026-03-02T06:00:01Z,2026-03-02T07:56:54Z,2026-03-02T07:56:54Z,dependabot[bot],
9526,Node.js version update,closed,2026-03-02T05:23:42Z,2026-03-02T07:57:45Z,2026-03-02T07:57:45Z,vkcom-publisher,
9524,build(deps): Bump minimatch from 3.1.2 to 3.1.5 in /examples/vkui-nextjs-ts,closed,2026-02-27T12:37:53Z,2026-02-27T13:05:51Z,2026-02-27T13:05:51Z,dependabot[bot],
9523,fix(CellButton): remove inheritance,closed,2026-02-27T11:35:30Z,2026-03-30T14:24:32Z,2026-03-30T14:24:32Z,SevereCloud,9515
9522,fix(SplitCol): remove height,closed,2026-02-27T10:21:52Z,2026-02-27T11:12:16Z,2026-02-27T11:12:16Z,EldarMuhamethanov,
9521,fix(PanelHeader): fix z-index for static panel-header,closed,2026-02-27T09:05:16Z,2026-02-27T09:55:57Z,2026-02-27T09:55:57Z,EldarMuhamethanov,
9520,build(deps): Bump actions/download-artifact from 6 to 8,closed,2026-02-27T05:52:52Z,2026-04-17T10:51:37Z,2026-04-17T10:51:38Z,dependabot[bot],
9519,build(deps): Bump actions/upload-artifact from 5 to 7,closed,2026-02-27T05:52:46Z,2026-04-17T10:51:27Z,2026-04-17T10:51:27Z,dependabot[bot],
9518,build(deps): Bump rollup from 4.55.1 to 4.59.0,closed,2026-02-26T12:40:42Z,2026-02-26T12:59:49Z,2026-02-26T12:59:49Z,dependabot[bot],
9517,build(deps): Bump rollup from 4.50.1 to 4.59.0 in /examples/vkui-vite-ts,closed,2026-02-26T12:39:04Z,2026-02-26T12:42:09Z,2026-02-26T12:42:10Z,dependabot[bot],
9516,fix(PanelHeader): fix float mode,closed,2026-02-26T12:21:40Z,2026-02-26T12:27:38Z,2026-02-26T12:27:38Z,EldarMuhamethanov,
9514,feat(useSnackbarManager): imperative snackbar API,open,2026-02-26T10:47:47Z,,,EldarMuhamethanov,
9513,feat(PopoutWrapper): add prop scrollLock,closed,2026-02-25T13:01:39Z,,2026-03-17T14:32:12Z,EldarMuhamethanov,
9512,feat: add mcp server package,closed,2026-02-25T09:49:32Z,2026-04-16T10:19:06Z,2026-04-16T10:19:06Z,EldarMuhamethanov,9260
9511,docs: fix hidden live editor,closed,2026-02-24T08:41:27Z,2026-02-24T09:16:06Z,2026-02-24T09:16:06Z,SevereCloud,
9510,build(deps): Bump @isaacs/brace-expansion from 5.0.0 to 5.0.1,closed,2026-02-24T08:11:24Z,2026-02-24T08:44:35Z,2026-02-24T08:44:35Z,dependabot[bot],
9509,build(deps-dev): update mermaid to 11.12.3,closed,2026-02-24T08:00:32Z,2026-02-25T09:01:37Z,2026-02-25T09:01:37Z,SevereCloud,
9508,build(deps): Bump the swc group across 1 directory with 2 updates,closed,2026-02-24T07:10:19Z,2026-02-24T07:25:22Z,2026-02-24T07:25:22Z,dependabot[bot],
9507,build(deps-dev): Bump @biomejs/biome from 2.4.0 to 2.4.4,closed,2026-02-23T06:08:51Z,2026-02-24T07:06:22Z,2026-02-24T07:06:22Z,dependabot[bot],
9506,build(deps-dev): Bump jsdom from 28.0.0 to 28.1.0,closed,2026-02-23T06:08:28Z,,2026-03-16T06:00:05Z,dependabot[bot],
9505,build(deps): Bump @vkontakte/vkui-tokens from 4.73.1 to 4.74.0,closed,2026-02-23T06:08:09Z,2026-02-24T07:06:26Z,2026-02-24T07:06:26Z,dependabot[bot],
9504,build(deps-dev): Bump @types/node from 25.0.9 to 25.3.0,closed,2026-02-23T06:07:39Z,2026-02-24T07:06:29Z,2026-02-24T07:06:29Z,dependabot[bot],
9503,build(deps): Bump @swc/helpers from 0.5.18 to 0.5.19 in the swc group,closed,2026-02-23T06:07:14Z,,2026-02-24T07:09:59Z,dependabot[bot],
9502,build(deps-dev): Bump the eslint group with 2 updates,closed,2026-02-23T06:06:20Z,2026-02-24T07:06:34Z,2026-02-24T07:06:34Z,dependabot[bot],
9501,build(deps-dev): Bump postcss-custom-media from 12.0.0 to 12.0.1 in the postcss group,closed,2026-02-23T06:05:18Z,2026-02-24T07:06:37Z,2026-02-24T07:06:37Z,dependabot[bot],
9500,build(deps): Bump the storybook group with 6 updates,closed,2026-02-23T06:04:54Z,2026-02-24T07:06:40Z,2026-02-24T07:06:40Z,dependabot[bot],
9499,build(deps): Bump tar from 7.5.7 to 7.5.9,closed,2026-02-19T07:59:10Z,2026-02-19T08:22:20Z,2026-02-19T08:22:20Z,dependabot[bot],
9498,build(deps): Bump tar from 7.5.7 to 7.5.9 in /examples/vkui-vite-ts,closed,2026-02-19T07:57:44Z,2026-02-19T08:22:30Z,2026-02-19T08:22:30Z,dependabot[bot],
9496,fix(Accordion): in exited visibility hidden,closed,2026-02-16T10:10:09Z,2026-02-20T09:11:13Z,2026-02-20T09:11:13Z,SevereCloud,
9495,"Revert ""build(deps-dev): Bump jsdom from 28.0.0 to 28.1.0""",closed,2026-02-16T08:59:15Z,2026-02-19T07:56:38Z,2026-02-19T07:56:38Z,SevereCloud,
9494,build(deps-dev): Bump jsdom from 28.0.0 to 28.1.0,closed,2026-02-16T06:05:54Z,2026-02-16T08:12:00Z,2026-02-16T08:12:00Z,dependabot[bot],
9493,build(deps): Bump dotenv from 17.2.4 to 17.3.1,closed,2026-02-16T06:05:39Z,2026-02-16T08:12:04Z,2026-02-16T08:12:04Z,dependabot[bot],
9492,build(deps-dev): Bump @biomejs/biome from 2.3.14 to 2.4.0,closed,2026-02-16T06:05:22Z,2026-02-16T08:12:08Z,2026-02-16T08:12:08Z,dependabot[bot],
9491,build(deps-dev): Bump @types/node from 25.0.9 to 25.2.3,closed,2026-02-16T06:05:02Z,2026-02-16T08:12:12Z,2026-02-16T08:12:12Z,dependabot[bot],
9490,build(deps-dev): Bump the rspack group with 2 updates,closed,2026-02-16T06:04:24Z,2026-02-16T08:12:15Z,2026-02-16T08:12:15Z,dependabot[bot],
9489,build(deps-dev): Bump @vitest/eslint-plugin from 1.6.6 to 1.6.9 in the vitest group,closed,2026-02-16T06:03:31Z,2026-02-16T08:12:19Z,2026-02-16T08:12:19Z,dependabot[bot],
9488,build(deps-dev): Bump stylelint from 17.1.1 to 17.3.0 in the stylelint group,closed,2026-02-16T06:03:09Z,2026-02-16T08:59:34Z,2026-02-16T08:59:34Z,dependabot[bot],17
9487,build(deps-dev): Bump eslint-plugin-jsdoc from 62.5.4 to 62.5.5 in the eslint group,closed,2026-02-16T06:02:45Z,2026-02-16T08:12:24Z,2026-02-16T08:12:24Z,dependabot[bot],
9486,build(deps): Bump the webpack group with 2 updates,closed,2026-02-16T06:02:08Z,2026-02-16T08:12:27Z,2026-02-16T08:12:27Z,dependabot[bot],
9485,build(deps): Bump the storybook group with 6 updates,closed,2026-02-16T06:01:21Z,2026-02-16T08:12:31Z,2026-02-16T08:12:31Z,dependabot[bot],
9484,Node.js version update,closed,2026-02-16T05:31:02Z,2026-02-16T05:53:06Z,2026-02-16T05:53:06Z,vkcom-publisher,
9483,build(deps): Bump qs from 6.14.1 to 6.14.2,closed,2026-02-14T12:46:01Z,2026-02-16T08:12:35Z,2026-02-16T08:12:35Z,dependabot[bot],
9481,fix(Textarea): placeholder padding,closed,2026-02-13T09:38:55Z,2026-02-13T11:20:56Z,2026-02-13T11:20:56Z,SevereCloud,9470
9480,fix(Calendar): nowrap for select,closed,2026-02-13T07:58:09Z,2026-02-13T13:44:22Z,2026-02-13T13:44:22Z,SevereCloud,9380
9479,docs(PopoutWrapper): add Card,closed,2026-02-11T13:49:12Z,2026-02-13T07:10:08Z,2026-02-13T07:10:08Z,SevereCloud,
9478,fix(Button): fix hover state change with loading,closed,2026-02-11T13:46:18Z,2026-02-12T09:54:03Z,2026-02-12T09:54:03Z,EldarMuhamethanov,
9477,build(deps): Bump @vkontakte/vkui-floating-ui to 0.2.8,closed,2026-02-11T13:06:08Z,2026-02-11T13:27:53Z,2026-02-11T13:27:53Z,github-actions[bot],
9476,ci: add v7 Stable Patch,closed,2026-02-11T08:49:53Z,2026-02-11T13:15:16Z,2026-02-11T13:15:17Z,SevereCloud,
9475,patch: pr9471,closed,2026-02-11T08:10:46Z,2026-02-11T08:45:16Z,2026-02-11T08:45:16Z,SevereCloud,
9474,"fix(DateInput,Calendar): fix timezone using",closed,2026-02-10T16:25:12Z,2026-02-13T09:10:28Z,2026-02-13T09:10:28Z,EldarMuhamethanov,9384
9473,refactor: rm opacityDisableAccessibilty,closed,2026-02-10T12:39:55Z,2026-02-10T14:27:17Z,2026-02-10T14:27:17Z,SevereCloud,9472
9471,fix: rm onPointerDown,closed,2026-02-10T10:02:24Z,2026-02-11T08:08:36Z,2026-02-11T08:08:36Z,SevereCloud,
9469,tech: fix branch using when creating pull request,closed,2026-02-09T13:16:42Z,2026-02-11T13:01:06Z,2026-02-11T13:01:06Z,EldarMuhamethanov,
9468,tech: fix vkui floating-ui publish complete script,closed,2026-02-09T11:51:10Z,2026-02-09T12:20:10Z,2026-02-09T12:20:10Z,EldarMuhamethanov,
9467,revert: #8883,closed,2026-02-09T11:33:34Z,,2026-02-11T08:12:51Z,SevereCloud,
9466,feat(codemods): add codemod for ActionSheet onClose prop,closed,2026-02-09T10:15:37Z,2026-02-09T11:46:01Z,2026-02-09T11:46:01Z,EldarMuhamethanov,
9465,tech: remove latest field when autopublish vkui-floating-ui,closed,2026-02-09T08:08:05Z,2026-02-09T10:49:02Z,2026-02-09T10:49:02Z,EldarMuhamethanov,
9464,build(deps-dev): Bump semver from 7.7.3 to 7.7.4,closed,2026-02-09T06:12:49Z,2026-02-09T08:12:00Z,2026-02-09T08:12:00Z,dependabot[bot],
9463,build(deps-dev): Bump @types/node from 25.0.9 to 25.2.2,closed,2026-02-09T06:12:30Z,2026-02-09T08:12:21Z,2026-02-09T08:12:22Z,dependabot[bot],
9462,build(deps): Bump dotenv from 17.2.3 to 17.2.4,closed,2026-02-09T06:12:08Z,2026-02-09T08:11:40Z,2026-02-09T08:11:40Z,dependabot[bot],
9461,build(deps-dev): Bump @biomejs/biome from 2.3.13 to 2.3.14,closed,2026-02-09T06:11:53Z,2026-02-09T07:32:58Z,2026-02-09T07:32:58Z,dependabot[bot],
9460,build(deps-dev): Bump jsdom from 27.4.0 to 28.0.0,closed,2026-02-09T06:11:32Z,2026-02-09T08:18:00Z,2026-02-09T08:18:00Z,dependabot[bot],
9459,build(deps-dev): Bump the rspack group with 2 updates,closed,2026-02-09T06:11:13Z,2026-02-09T08:11:15Z,2026-02-09T08:11:15Z,dependabot[bot],
9458,build(deps-dev): Bump @swc/cli from 0.7.10 to 0.8.0 in the swc group,closed,2026-02-09T06:10:34Z,2026-02-09T07:31:05Z,2026-02-09T07:31:05Z,dependabot[bot],
9457,build(deps-dev): Bump the stylelint group with 3 updates,closed,2026-02-09T06:10:01Z,2026-02-09T08:10:52Z,2026-02-09T08:10:52Z,dependabot[bot],2
9456,build(deps-dev): Bump eslint-plugin-jsdoc from 62.5.0 to 62.5.4 in the eslint group,closed,2026-02-09T06:09:10Z,2026-02-09T08:13:09Z,2026-02-09T08:13:10Z,dependabot[bot],
9455,build(deps): Bump the playwright group with 3 updates,closed,2026-02-09T06:08:39Z,2026-02-09T07:30:30Z,2026-02-09T07:30:30Z,dependabot[bot],
9454,build(deps): Bump webpack from 5.104.1 to 5.105.0 in the webpack group,closed,2026-02-09T06:07:48Z,2026-02-09T07:29:35Z,2026-02-09T07:29:35Z,dependabot[bot],
9453,build(deps): Bump the storybook group with 7 updates,closed,2026-02-09T06:07:15Z,2026-02-09T08:15:49Z,2026-02-09T08:15:49Z,dependabot[bot],
9452,patch: pr9446,closed,2026-02-06T15:06:22Z,2026-02-06T15:08:38Z,2026-02-06T15:08:38Z,SevereCloud,
9451,patch: pr9447,closed,2026-02-06T15:04:02Z,2026-02-06T15:08:30Z,2026-02-06T15:08:30Z,SevereCloud,
9450,patch: pr9449,closed,2026-02-06T15:02:43Z,2026-02-06T15:08:21Z,2026-02-06T15:08:21Z,SevereCloud,
9449,fix(SimpleGrid): gap default 0,closed,2026-02-06T14:36:01Z,2026-02-06T15:00:08Z,2026-02-06T15:00:08Z,SevereCloud,
9448,docs(Folder): open on change router,closed,2026-02-06T14:12:50Z,2026-02-09T08:23:26Z,2026-02-09T08:23:26Z,SevereCloud,
9447,fix(ModalCard): animation enter-exit,closed,2026-02-05T16:03:53Z,2026-02-06T15:01:26Z,2026-02-06T15:01:26Z,SevereCloud,
9446,fix(Touch): onPointerDown preventDefault,closed,2026-02-04T14:51:45Z,2026-02-06T15:02:59Z,2026-02-06T15:02:59Z,SevereCloud,
9445,fix(@vkontakte/vkui-codemods): extend codemods for migration to slotProps,closed,2026-02-04T14:39:29Z,2026-02-04T15:10:32Z,2026-02-04T15:10:32Z,inomdzhon,
9444,fix(slotProps): add missed input types,closed,2026-02-04T14:32:11Z,2026-02-04T15:09:11Z,2026-02-04T15:09:11Z,inomdzhon,
9443,fix: rm uuid,closed,2026-02-04T12:53:31Z,2026-02-04T17:46:55Z,2026-02-04T17:46:55Z,SevereCloud,
9441,fix(Button): spinner size,closed,2026-02-04T09:47:40Z,2026-04-15T11:28:46Z,2026-04-15T11:28:46Z,SevereCloud,9442
9440,build(deps-dev): Bump nextjs to 15.5.11,closed,2026-02-03T08:15:50Z,2026-02-03T08:55:28Z,2026-02-03T08:55:29Z,SevereCloud,
9439,patch: pr9434,closed,2026-02-02T17:10:26Z,2026-02-02T17:13:45Z,2026-02-02T17:13:45Z,SevereCloud,
9438,patch: pr9433,closed,2026-02-02T17:10:00Z,2026-02-02T17:14:02Z,2026-02-02T17:14:02Z,SevereCloud,
9437,patch: pr9392,closed,2026-02-02T16:45:29Z,2026-02-02T17:01:44Z,2026-02-02T17:01:44Z,inomdzhon,
9436,patch: pr9435,closed,2026-02-02T15:32:33Z,2026-02-02T16:10:22Z,2026-02-02T16:10:23Z,SevereCloud,
9435,docs(Playground): fix whiteSpace,closed,2026-02-02T15:22:47Z,2026-02-02T15:30:32Z,2026-02-02T15:30:32Z,SevereCloud,
9434,docs: add latin subsets for fonts,closed,2026-02-02T14:42:57Z,2026-02-02T17:00:45Z,2026-02-02T17:00:45Z,SevereCloud,
9433,fix: img loading order,closed,2026-02-02T14:29:43Z,2026-02-02T17:01:01Z,2026-02-02T17:01:01Z,SevereCloud,
9432,docs: fix hook path,closed,2026-02-02T13:57:18Z,2026-02-02T16:13:42Z,2026-02-02T16:13:42Z,SevereCloud,
9431,feat: add Accordion.Icon,closed,2026-02-02T12:48:16Z,2026-04-14T10:01:06Z,2026-04-14T10:01:07Z,SevereCloud,
9430,patch: pr9416,closed,2026-02-02T09:44:36Z,2026-02-02T13:00:47Z,2026-02-02T13:00:47Z,SevereCloud,
9429,patch: pr9413,closed,2026-02-02T09:42:04Z,2026-02-02T10:37:56Z,2026-02-02T10:37:56Z,inomdzhon,
9428,build(deps): Bump @vkontakte/vkui-tokens from 4.72.0 to 4.73.1,closed,2026-02-02T06:13:41Z,2026-02-10T13:05:57Z,2026-02-10T13:05:57Z,dependabot[bot],
9427,build(deps-dev): Bump zustand from 5.0.10 to 5.0.11,closed,2026-02-02T06:13:17Z,2026-02-02T07:46:40Z,2026-02-02T07:46:40Z,dependabot[bot],
